-5.00,-0.422245110128,0.133606734252,0.091240442523
-4.50,-0.379723524862,0.126926657849,0.081857439682
-4.00,-0.337313686198,0.120967005114,0.072557697936
-3.50,-0.295042840362,0.115722429304,0.063364377109
-3.00,-0.252835395955,0.111187191768,0.054227447944
-2.50,-0.210660870808,0.107356054604,0.045130853187
-2.00,-0.168511844911,0.104227629345,0.036068047384
-1.50,-0.126370523940,0.101794179205,0.027028785231
-1.00,-0.084239638255,0.100057220355,0.018009018070
-0.50,-0.042118500532,0.099015146565,0.009001833154
0.00,0.000000000000,0.098667342072,-0.000000000000
0.50,0.042118500532,0.099015146565,-0.009001833154
1.00,0.084239638255,0.100057220355,-0.018009018070
1.50,0.126370523940,0.101794179205,-0.027028785231
2.00,0.168511844911,0.104227629345,-0.036068047384
2.50,0.210660870808,0.107356054604,-0.045130853187
3.00,0.252835395955,0.111187191768,-0.054227447944
3.50,0.295042840362,0.115722429304,-0.063364377109
4.00,0.337313686198,0.120967005114,-0.072557697936
4.50,0.379723524862,0.126926657849,-0.081857439682
5.00,0.422245110128,0.133606734252,-0.091240442523
5.50,0.464920224498,0.141015613455,-0.100720100393
6.00,0.507799313895,0.149160589259,-0.110312030723
6.50,0.550940959110,0.158056656920,-0.120032035863
7.00,0.594444639520,0.167721741845,-0.129917370958
7.50,0.638395316990,0.178177594448,-0.139990538342
8.00,0.682874874796,0.189443803799,-0.150261845133
8.50,0.727975144794,0.201550727542,-0.160750377091
9.00,0.773666806097,0.214514724467,-0.171434216631
9.50,0.819879277418,0.228353369990,-0.182267052854
10.00,0.866363574766,0.243060024588,-0.193160469617
10.50,0.912756333176,0.258597985225,-0.203996021690
11.00,0.958646188201,0.274921155664,-0.214637716017
11.50,1.003574198845,0.291955217552,-0.224925062745
12.00,1.047183778851,0.309624182663,-0.234752479956
